токен,класс,k,размах,диаметр,мин. пара
Ġto,служ,9,0.7588366165139444,1.4224452571309356,0.2793954177851428
.,пункт,8,0.568141344114564,0.8607638831951647,0.24652372896326422
Ġhour,смысл-част,2,0.28657536566778147,0.28657536566778147,0.28657536566778147
",",пункт,11,0.6729017196829902,1.503135511417334,0.3305535685534124
Ġthe,служ,7,0.8457610997728279,1.357152486860667,0.03286735637905649
Ġwith,служ,2,0.3512041413518524,0.3512041413518524,0.3512041413518524
Ġanother,служ,2,0.5378765855821408,0.5378765855821408,0.5378765855821408
Ġsaid,смысл-част,3,0.5185416329513782,0.6023800539147147,0.46886703203382035
Ġon,служ,3,0.5557178279662678,0.5937071766129751,0.5075054230863666
Ġwe,служ,2,0.6712057315426138,0.6712057315426138,0.6712057315426138
Ġservice,смысл-част,2,0.4580767706343067,0.4580767706343067,0.4580767706343067
ĠI,служ,5,0.5529239567383244,0.7909719246937011,0.32423232269406443
Ġbe,служ,2,0.5251364924384804,0.5251364924384804,0.5251364924384804
Ġa,служ,4,0.502907910943556,0.5223184599328353,0.4850730618804069
Ġcan,служ,3,0.7313982446533737,0.8518054708946006,0.5947010871282431
Ġfriends,смысл-част,2,0.3627835876354127,0.3627835876354127,0.3627835876354127
Ġwait,смысл-част,2,0.29614518093455694,0.29614518093455694,0.29614518093455694
ĠThe,служ,5,0.46526636602178667,0.6357487490876015,0.2869240126020484
Ġwere,служ,3,0.3550972328270144,0.42874362138090816,0.2182303987155243
Ġyou,служ,6,0.44388404542463483,0.5577118569981836,0.31207275747760854
Ġmy,служ,3,0.4799497941359817,0.5418412159544181,0.4430312082272631
Ġarrived,смысл-редк,2,0.49905964602156316,0.49905964602156316,0.49905964602156316
Ġthey,служ,5,0.43380352998976646,0.581197045412559,0.3168325915503783
orro,подслово,2,0.31438248163939014,0.31438248163939014,0.31438248163939014
Ġladies,смысл-редк,2,0.30786250688533057,0.30786250688533057,0.30786250688533057
Ġfrom,служ,2,0.5022961976669817,0.5022961976669817,0.5022961976669817
Ġorder,смысл-част,2,0.5995371544448423,0.5995371544448423,0.5995371544448423
Ġis,служ,2,0.5271732929179561,0.5271732929179561,0.5271732929179561
Ġtold,смысл-част,2,0.6115064133168943,0.6115064133168943,0.6115064133168943
Ġalways,служ,2,0.49387280458774035,0.49387280458774035,0.49387280458774035
Ġas,служ,3,0.5367310450867915,0.566234528699301,0.5030289020908505
Ġa,служ,7,0.4649224761696747,0.6111614665996359,0.31218714536839837
Ġor,служ,5,0.5543223041930639,0.6750052176511697,0.4006079775208157
Ġyou,служ,6,0.40798330514490905,0.46498590534785417,0.334945353353916
Ġwe,служ,3,0.31548747743374345,0.36480260028182143,0.2528260121565912
",",пункт,8,0.6015572084174975,0.9391342491515065,0.36556426139509657
Ġon,служ,4,0.4610276178227306,0.5192255784367665,0.39232868906356616
Ġand,служ,4,0.9231546503143248,1.4653476897669535,0.3421733811379684
Ġyour,служ,4,0.41406939332682163,0.5055331504178356,0.26724150962900906
Ġhow,служ,2,0.4985232972235083,0.4985232972235083,0.4985232972235083
Ċ,пункт,4,0.20487219649715344,0.24264177946867732,0.17965190112292323
Ġeven,служ,2,0.6527963698674439,0.6527963698674439,0.6527963698674439
.,пункт,12,0.5328790053781097,0.770698286155602,0.19819779466040935
Ġother,служ,2,0.5774439634718523,0.5774439634718523,0.5774439634718523
Ġbe,служ,2,0.5320518564375865,0.5320518564375865,0.5320518564375865
Ġhave,служ,2,0.4883067263229978,0.4883067263229978,0.4883067263229978
Ġin,служ,2,0.5865432811603507,0.5865432811603507,0.5865432811603507
Ġjust,служ,2,0.6158164864053757,0.6158164864053757,0.6158164864053757
Ġwith,служ,2,0.5108211267594136,0.5108211267594136,0.5108211267594136
Ġthe,служ,5,0.5004620796501739,0.6089331634707359,0.35083539947507025
Ġpeople,смысл-част,4,0.5135077418435331,0.6221386354404359,0.4182718006520985
Ġinterest,смысл-част,2,0.6156929917761157,0.6156929917761157,0.6156929917761157
Ġis,служ,2,0.4941882940159087,0.4941882940159087,0.4941882940159087
Ġcan,служ,2,0.4289097709943167,0.4289097709943167,0.4289097709943167
Ġyou,служ,9,0.42809753591202093,0.5588801966401439,0.23959682492293174
.,пункт,12,0.4711792115307967,0.7608228243116755,0.27531064991177107
Ġabout,служ,2,0.5116543046130506,0.5116543046130506,0.5116543046130506
Ċ,пункт,2,0.1686951893151161,0.1686951893151161,0.1686951893151161
Ġor,служ,4,0.5749483196694261,0.7384306894166716,0.3720656435295511
Ġjust,служ,2,0.5696509755358141,0.5696509755358141,0.5696509755358141
Ġwonderful,смысл-редк,2,0.4696535830924438,0.4696535830924438,0.4696535830924438
Ġfor,служ,4,0.6828725623903789,0.7756367799531698,0.6199844416894875
Ġthings,смысл-част,2,0.34751250687900404,0.34751250687900404,0.34751250687900404
Ġwith,служ,5,0.509041894723415,0.674695231894922,0.3917937382389525
Ġthe,служ,5,0.968627777541991,1.3417261214761045,0.04616879558863824
Ġof,служ,2,0.5318618682020215,0.5318618682020215,0.5318618682020215
Ġto,служ,6,0.6652189748377542,0.8329307278908707,0.4556905808392436
Ġand,служ,5,0.5367012319964368,0.7278633717307665,0.27708194177210016
",",пункт,9,0.6423066199956714,0.948468044270416,0.3112776558259232
Ġover,служ,3,0.4774425618998004,0.6209781852602347,0.23379542260936428
Ġyour,служ,5,0.35316034034465454,0.41225439957486076,0.31885366428241396
Ġare,служ,3,0.4845663782591247,0.601237613146974,0.338231868814263
Ġthink,смысл-част,2,0.6018279668217958,0.6018279668217958,0.6018279668217958
Ġwho,служ,3,0.6809838954735639,0.800123902153139,0.5960094977021749
Ġwill,служ,2,0.4458563671398261,0.4458563671398261,0.4458563671398261
Ġin,служ,2,0.5597882800006677,0.5597882800006677,0.5597882800006677
Ġa,служ,4,0.5581530677163142,0.6318718417673693,0.42745251284079067
Ġis,служ,3,0.6049779419456971,0.6417473909990327,0.5755267853036541
Ġdancing,смысл-редк,2,0.45057452605064285,0.45057452605064285,0.45057452605064285
Ġsomething,смысл-част,2,0.36640169653229904,0.36640169653229904,0.36640169653229904
Ġnew,смысл-част,3,0.5361617797267025,0.5806032147063507,0.5005198479045193
Ġa,служ,7,0.5049320688777186,0.634619181162526,0.3987693352200207
",",пункт,14,0.7069193604148256,1.4722134334598134,0.34606184220605546
Ġand,служ,8,0.8743588095010575,1.4344729697775593,0.10702716486673478
!,пункт,2,0.34615217205955234,0.34615217205955234,0.34615217205955234
Ġnever,служ,3,0.5525334585318835,0.6713552219348736,0.4597440228116067
.,пункт,8,0.5551274014899914,0.7769702099281891,0.2363429354272692
Ġthe,служ,5,0.49569808347349714,0.6013934488001014,0.3843841483018844
Ġon,служ,5,0.544371310450946,0.7404573003659074,0.38747093693230855
Ġin,служ,2,0.4692619705832437,0.4692619705832437,0.4692619705832437
Ġyour,служ,3,0.37723386087353666,0.4437730496388394,0.3316186845739118
Ġthis,служ,2,0.5705963638203649,0.5705963638203649,0.5705963638203649
Ġto,служ,4,0.6094706258805304,0.7419668854191122,0.4763441844786612
Ġan,служ,2,0.47545750052000374,0.47545750052000374,0.47545750052000374
Ġor,служ,2,0.5456937117613303,0.5456937117613303,0.5456937117613303
Ġno,служ,2,0.5194490926868828,0.5194490926868828,0.5194490926868828
Ġyou,служ,3,0.4497225761435358,0.4908646846941599,0.42664559289140735
Ġother,служ,2,0.5702941431236831,0.5702941431236831,0.5702941431236831
Ġof,служ,3,0.5508504368308859,0.6299668442981002,0.401954705242467
Ġlike,смысл-част,2,0.5928188724145571,0.5928188724145571,0.5928188724145571
Ċ,пункт,2,0.29290817445782935,0.29290817445782935,0.29290817445782935
Ġdo,служ,3,0.5894660932432438,0.649639689873614,0.5401402799491164
Ġwhat,служ,2,0.4311866869389515,0.4311866869389515,0.4311866869389515
ĠThe,служ,2,0.4536545019767095,0.4536545019767095,0.4536545019767095
Ġfor,служ,2,0.5636947894619703,0.5636947894619703,0.5636947894619703
Ġare,служ,2,0.6967454649537805,0.6967454649537805,0.6967454649537805
Ġand,служ,4,0.5689165140137399,0.7420443779061259,0.3414448064340116
.,пункт,11,0.7483240562062873,1.372334060303733,0.05345977209417715
Ġto,служ,10,0.6690656231616577,0.9952574350518252,0.2727938418419938
ĊĊ,пункт,3,0.1795796926563847,0.1848272961724311,0.17692227729060356
Ġoffer,смысл-част,2,0.22756445465547537,0.22756445465547537,0.22756445465547537
Ġsister,смысл-редк,2,0.4559814128520133,0.4559814128520133,0.4559814128520133
",",пункт,9,0.49965461481468043,0.7369566814425557,0.1876944016906991
Ġyou,служ,11,0.5298081697287631,0.6942259476872249,0.33613873932219357
Ġof,служ,3,0.7003825240866731,0.8512545078898327,0.43269083227103433
Ġcould,служ,2,0.24959048201298437,0.24959048201298437,0.24959048201298437
Ġbig,смысл-част,2,0.6738342679353332,0.6738342679353332,0.6738342679353332
Ġtime,смысл-част,3,0.7962848204588665,0.8500457112766475,0.7089244449986125
Ġthe,служ,5,0.7814348096481516,1.3089468061421106,0.3440663142540303
I,подслово,2,0.72993394743197,0.72993394743197,0.72993394743197
Ġthis,служ,2,0.5446527535612711,0.5446527535612711,0.5446527535612711
Ġa,служ,3,0.659764248785533,0.6739322303570474,0.6506145659883223
ĠFor,служ,2,0.22391577463147422,0.22391577463147422,0.22391577463147422
Ġyour,служ,4,0.38365089845230704,0.5163954514627874,0.1988445496703856
ĠâĢľ,пункт,3,0.3980682213095471,0.47767210563215823,0.29785993056988624
Ġwill,служ,2,0.43008705888262494,0.43008705888262494,0.43008705888262494
Ċ,пункт,6,0.819904486634594,1.4256011230741912,0.19003125772193097
âĢĻ,пункт,3,0.860065206480242,1.208730701400505,0.17452039741762645
Ġparents,смысл-част,2,0.26474736550270844,0.26474736550270844,0.26474736550270844
Ġare,служ,2,0.6122608822644756,0.6122608822644756,0.6122608822644756
Ġfrom,служ,3,0.878395598905907,0.9164663548699027,0.8449545458809167
Ġbefore,служ,2,0.8180314838964587,0.8180314838964587,0.8180314838964587
ĠWhen,служ,2,0.4425570086996837,0.4425570086996837,0.4425570086996837
ĠIf,служ,3,0.32217840640821716,0.35710923771501135,0.25631469734503837
Ġwhen,служ,2,0.6366473076162138,0.6366473076162138,0.6366473076162138
",",пункт,12,0.5032634814082426,0.7488959835992485,0.15308213087400716
âĢĻ,пункт,2,0.2808311120512961,0.2808311120512961,0.2808311120512961
Ġto,служ,6,0.6496283130185184,0.843526344034378,0.4696443462995221
I,подслово,4,0.5115725516439764,0.7352634815156034,0.21790236490226622
Ġher,служ,2,0.40275616541330417,0.40275616541330417,0.40275616541330417
Ġyou,служ,12,0.49005935816560836,0.6584016568104868,0.1973369063312753
Ġexample,смысл-част,2,0.2961021288193686,0.2961021288193686,0.2961021288193686
Ċ,пункт,6,0.8407016623800799,1.436009996098689,0.24225909113308414
Ġthe,служ,8,0.6622028336454296,1.3603737613343454,0.222757328183878
Ġtry,смысл-част,2,0.6717696035351047,0.6717696035351047,0.6717696035351047
Ġyour,служ,8,0.5013338817829635,0.6573092846147113,0.34337585262359843
ĠâĢľ,пункт,3,0.3461753648427344,0.4217295208156269,0.28059055138472017
Ġboth,служ,2,0.4941995824281445,0.4941995824281445,0.4941995824281445
ĠIf,служ,2,0.3597166323439067,0.3597166323439067,0.3597166323439067
Ġreach,смысл-редк,2,0.5059115125138816,0.5059115125138816,0.5059115125138816
Ġfeel,смысл-част,2,0.30153293081809407,0.30153293081809407,0.30153293081809407
Ġoffer,смысл-част,2,0.2292259920063229,0.2292259920063229,0.2292259920063229
.âĢĿ,пункт,2,0.40519699741250553,0.40519699741250553,0.40519699741250553
ĊĊ,пункт,2,0.17821405623894762,0.17821405623894762,0.17821405623894762
Ġtime,смысл-част,2,0.8386081722471923,0.8386081722471923,0.8386081722471923
Ġcan,служ,2,0.5644395721612678,0.5644395721612678,0.5644395721612678
ve,подслово,2,0.38462171837541304,0.38462171837541304,0.38462171837541304
Ġresolve,смысл-редк,2,0.3376163665712993,0.3376163665712993,0.3376163665712993
Ġof,служ,2,0.34589140282240693,0.34589140282240693,0.34589140282240693
Ġon,служ,2,0.7418346730315717,0.7418346730315717,0.7418346730315717
Ċ,пункт,7,0.8072864652154864,1.4243071720528482,0.19216822013152787
Ġtime,смысл-част,3,0.7545971800151022,0.8596047477910262,0.5622951831748162
Ġof,служ,2,0.31722052836944586,0.31722052836944586,0.31722052836944586
Ġthe,служ,7,0.6046355485563479,1.2604900684266451,0.22362949905010918
Ġcontrol,смысл-част,2,0.7803871143920245,0.7803871143920245,0.7803871143920245
ĠFor,служ,2,0.2264337792957564,0.2264337792957564,0.2264337792957564
Ġto,служ,7,0.6405441264111874,0.8587443123582639,0.27586149604043564
ĠThis,служ,3,0.3635856475066783,0.41607916151093743,0.2719023851641331
Ġyou,служ,9,0.5064987951450866,0.7020327410103803,0.3399187271986719
Ġa,служ,3,0.6671835092574796,0.6815108143234608,0.6579309353441876
Ġwill,служ,2,0.5305925190150413,0.5305925190150413,0.5305925190150413
",",пункт,7,0.48937782876715263,0.7273903432631418,0.21702300151983864
Ġcan,служ,3,0.7615727571356157,0.8602144594636519,0.5666495454743823
Ġyour,служ,9,0.4848010634260513,0.6598828745065374,0.30511021500264157
âĢĻ,пункт,2,0.18220982127931978,0.18220982127931978,0.18220982127931978
Ġhave,служ,2,0.7571933050322318,0.7571933050322318,0.7571933050322318
Ġand,служ,2,0.34528446273607777,0.34528446273607777,0.34528446273607777
.âĢĿ,пункт,2,0.3710030997460509,0.3710030997460509,0.3710030997460509
Ġcould,служ,2,0.2523972069920685,0.2523972069920685,0.2523972069920685
Ġher,служ,2,0.4043330930795334,0.4043330930795334,0.4043330930795334
ĠâĢľ,пункт,6,0.3558263774883459,0.5074140503707433,0.2272702675810616
Ġwhen,служ,2,0.6438066106743333,0.6438066106743333,0.6438066106743333
ve,подслово,2,0.42495111929759766,0.42495111929759766,0.42495111929759766
Ġon,служ,3,0.7290865639202895,0.7906711059258116,0.6518493772056971
ĠIf,служ,2,0.3611250455682302,0.3611250455682302,0.3611250455682302
Ġfrom,служ,3,0.8882734389945308,0.926772312813322,0.854456330608394
Ġtry,смысл-част,2,0.6057333101579065,0.6057333101579065,0.6057333101579065
âĢĿ,пункт,2,0.25865047249658646,0.25865047249658646,0.25865047249658646
Ġboth,служ,2,0.4592305672159987,0.4592305672159987,0.4592305672159987
ates,подслово,2,0.7541073445984472,0.7541073445984472,0.7541073445984472
Ġresolve,смысл-редк,2,0.3540260946729905,0.3540260946729905,0.3540260946729905
Ġoffer,смысл-част,2,0.23012348989625012,0.23012348989625012,0.23012348989625012
ĠWhen,служ,2,0.4475337041288048,0.4475337041288048,0.4475337041288048
Ġabove,служ,2,0.30698163267185047,0.30698163267185047,0.30698163267185047
Ġdoor,смысл-редк,3,0.46436059943880553,0.5238931826452804,0.41496117318037223
Ġis,служ,4,0.4963663689125981,0.5584977062492748,0.46227282833200933
Ġyour,служ,8,0.3728049915843421,0.5270731266056562,0.26140036993233673
ĠBur,смысл-редк,3,0.26356318896357245,0.3009989957105979,0.23576280567353256
Ġto,служ,8,0.753408782551883,1.3710429003499636,0.1326821665057714
't,подслово,2,0.18691386938581292,0.18691386938581292,0.18691386938581292
Ġso,служ,3,0.6913722183391235,0.8396016704874906,0.5091524563973415
Ġkey,смысл-част,3,0.37618748160598536,0.41465934707776786,0.30573178157937736
Ġone,служ,2,0.5211689307590414,0.5211689307590414,0.5211689307590414
ar,подслово,5,0.42263994819975315,0.7056843706396297,0.24184032110925227
Ġhacker,смысл-редк,2,0.23885772869441096,0.23885772869441096,0.23885772869441096
Ġwindows,смысл-редк,2,0.3393011112066665,0.3393011112066665,0.3393011112066665
Ġ:,пункт,5,0.39654972852006276,0.5979149415762551,0.17642032214913347
Ġall,служ,2,0.5197648951121738,0.5197648951121738,0.5197648951121738
Ġunlock,смысл-редк,3,0.24293771117737512,0.315375813033198,0.1781538647094943
Ġthat,служ,4,0.42548225536839923,0.4850985050614346,0.3490002625988006
Ġhacking,смысл-редк,3,0.29981358865694074,0.3849481342872123,0.22137254883525212
Ġcan,служ,2,0.4865181565301053,0.4865181565301053,0.4865181565301053
